"Bubbling","The event phase where the event bubbles from the target up to the ancestors.","```javascript
document.body.addEventListener('click', () => console.log('bubbled'));
```","[[06-glossary-fs.md#Bubbling|Bubbling]]"
"Canvas","An HTML element used to draw graphics using JavaScript.","```html
<canvas id='myCanvas'></canvas>
```","[[06-glossary-fs.md#Canvas|Canvas]]"
"CharAt","A string method that returns the character at a specified index.","```javascript
'hello'.charAt(1); // 'e'
```","[[06-glossary-fs.md#CharAt|CharAt]]"
"Checked","An attribute indicating a form input (like a checkbox) is selected.","```html
<input type='checkbox' checked>
```","[[06-glossary-fs.md#Checked|Checked]]"
"Code Snippet","A short piece of code used as an example or reusable block.","```javascript
console.log('example');
```","[[06-glossary-fs.md#Code Snippet|Code Snippet]]"
"Content-Type","An HTTP header that describes the data format of the request or response.","```http
Content-Type: application/json
```","[[06-glossary-fs.md#Content-Type|Content-Type]]"
"Decrement","Reducing a numerical value by one.","```javascript
let count = 5;
count--;
```","[[06-glossary-fs.md#Decrement|Decrement]]"
"Falsy Value","A value that evaluates to false in a boolean context.","```javascript
if (!0) console.log('0 is falsy');
```","[[06-glossary-fs.md#Falsy Value|Falsy Value]]"
"Keypress Event","Fired when a key is pressed (deprecated in favor of keydown).","```javascript
input.addEventListener('keypress', e => console.log(e.key));
```","[[06-glossary-fs.md#Keypress Event|Keypress Event]]"
"Literal","A fixed value in code, such as a number or string.","```javascript
const greeting = 'Hello'; // 'Hello' is a string literal
```","[[06-glossary-fs.md#Literal|Literal]]"
"NaN Check","The act of verifying whether a value is NaN.","```javascript
isNaN('abc'); // true
```","[[06-glossary-fs.md#NaN Check|NaN Check]]"
"Null","A special value that represents no value or empty.","```javascript
let data = null;
```","[[06-glossary-fs.md#Null|Null]]"
"Overflow Hidden","A CSS rule that hides any content that overflows its container.","```css
div {
  overflow: hidden;
}
```","[[06-glossary-fs.md#Overflow Hidden|Overflow Hidden]]"
"Responsive Design","An approach to design that ensures usability across various screen sizes.","```css
@media (max-width: 600px) {
  body {
    font-size: 14px;
  }
}
```","[[06-glossary-fs.md#Responsive Design|Responsive Design]]"
"Script Async","A script loading mode that allows asynchronous execution.","```html
<script src='app.js' async></script>
```","[[06-glossary-fs.md#Script Async|Script Async]]"
"Script Defer","A script loading mode that defers execution until after the document has loaded.","```html
<script src='main.js' defer></script>
```","[[06-glossary-fs.md#Script Defer|Script Defer]]"
"SessionStorage","A storage object that retains data only for the duration of a page session.","```javascript
sessionStorage.setItem('token', 'abc123');
```","[[06-glossary-fs.md#SessionStorage|SessionStorage]]"
"Text Node","A node in the DOM that contains text but no HTML tags.","```javascript
document.createTextNode('Hello');
```","[[06-glossary-fs.md#Text Node|Text Node]]"
"Transition Delay","A CSS property that delays the start of a transition.","```css
div {
  transition-delay: 0.5s;
}
```","[[06-glossary-fs.md#Transition Delay|Transition Delay]]"
"Transition Duration","A CSS property that defines how long a transition takes.","```css
div {
  transition-duration: 2s;
}
```","[[06-glossary-fs.md#Transition Duration|Transition Duration]]"
"Viewport","The visible area of a web page in the browser.","```javascript
console.log(window.innerWidth);
```","[[06-glossary-fs.md#Viewport|Viewport]]"
"Whitespace","Any space, tab, or newline character in a document.","```html
<p>Line 1<br>Line 2</p>
```","[[06-glossary-fs.md#Whitespace|Whitespace]]"
"Window Event","An event that occurs in the browser window object.","```javascript
window.addEventListener('resize', () => console.log('resized'));
```","[[06-glossary-fs.md#Window Event|Window Event]]"



